cut_index,force_x_min,force_x_mean,force_x_std,force_x_kurtosis,force_x_spectral_kurtosis,force_y_max,force_y_std,force_y_spectral_kurtosis,force_y_spectral_skewness,force_z_max,force_z_min,force_z_std,force_z_skewness,force_z_kurtosis,acc_x_spectral_centroid,acc_x_spectral_kurtosis,acc_x_wavelet_energy_3000.0Hz,acc_x_wavelet_energy_1500.0Hz,acc_y_std,acc_y_rms,acc_y_spectral_centroid,acc_y_spectral_skewness,acc_y_wavelet_energy_3000.0Hz,acc_y_wavelet_energy_375.0Hz,acc_z_std,acc_z_rms,acc_z_spectral_kurtosis,acc_z_spectral_skewness,acc_z_wavelet_energy_3000.0Hz,acc_z_wavelet_energy_1500.0Hz,force_x_mean_lag-1,force_x_std_lag-1,force_y_std_lag-1,acc_x_std_lag-1,acc_y_std_lag-1,acc_z_std_lag-1
11,-5.999,2.7687361756362296,2.94710409003631,-0.4876699709266594,15.989373624149817,26.906,6.030953785523457,11.9949396592859,2.7746044092428206,16.056,-8.166,3.863382484849231,0.4816287051953155,-0.3117449520669049,2670.725275705652,1.7048216901219753,0.0544627802924119,0.0684154746592538,0.0748333921505064,0.0755087418513699,2766.389349162909,0.0487182566136936,0.0521606659406412,0.0734315924745902,0.0814534183557438,0.0824133027115869,1.6734048508369517,0.0330326264585755,0.0536889651496465,0.0626827496026736,2.6893045978586563,2.861796677588893,5.897853036365624,0.0787302479895103,0.0756094449373386,0.0820258005688885
12,-6.136,2.8593157284284363,2.998101506657845,-0.4521971172805576,14.506585922039566,28.727,6.190787787303046,10.619688647266347,2.5625686544322344,15.916,-7.991,4.02430151134398,0.4833517045781159,-0.3095249595957732,2655.8174517020466,1.7168506302406656,0.0563521918972432,0.069572364520122,0.0761130118891201,0.0763118069865229,2752.024611820252,0.0782416211610119,0.0537664513881644,0.074576498037001,0.0829569744906374,0.0832125807320905,1.676753885146944,0.0639647797880005,0.0557615816247187,0.0642784437317212,2.7687361756362296,2.94710409003631,6.030953785523457,0.0771821972029661,0.0748333921505064,0.0814534183557438
13,-3.812,4.791268454879985,3.16404790698568,0.0382010916109858,15.80911760067272,28.185,6.350951306522219,11.7829360972191,2.7624249789899222,12.799,-8.117,3.789453559762302,0.4449640263533028,-0.5126330375453332,2573.3317088203144,1.7521426669451194,0.0568617694875038,0.0707851218815065,0.0757787718353808,0.0768694457117703,2660.8745471478733,0.1386817715962898,0.0530341655655733,0.0653546615068254,0.0828792139597937,0.0844362076684445,1.6767736142206835,0.1374511844762547,0.0547212229582198,0.0599212340312703,2.8593157284284363,2.998101506657845,6.190787787303046,0.0787123336003289,0.0761130118891201,0.0829569744906374
14,-2.923,6.026762748706522,3.3054217122876604,0.0196699500709396,16.374310675638803,30.026,6.624664237073521,11.725906277277597,2.7302212691548515,15.652,-9.252,4.097619445090738,0.4621428224994403,-0.4739200452705194,2570.688323754459,1.7459029853018466,0.0564810111288366,0.066533761388853,0.0755277379520006,0.0761038542859813,2686.6454414111336,0.1222381122063261,0.053105658964705,0.0672371535141506,0.082554832070043,0.0834658827139468,1.668689044090698,0.1271876725685099,0.0544036320973078,0.0560914967148716,4.791268454879985,3.16404790698568,6.350951306522219,0.0803075204837776,0.0757787718353808,0.0828792139597937
15,-2.144,7.169776971389971,3.3340652479719397,0.0191760608637521,15.759026624506198,31.007,6.692239472685844,11.118853459064283,2.646695738597342,15.394,-9.316,4.275931715695265,0.481747110957155,-0.494053162857706,2579.808371595624,1.7394594513332275,0.057098800719146,0.067208001654279,0.0762422433614832,0.0772253138306155,2705.270406577234,0.1085332044098739,0.0533952101361204,0.0679099642550189,0.0839550559017184,0.0855402205629264,1.6616076441619492,0.1153282051393378,0.0549719100808968,0.0571621894225431,6.026762748706522,3.3054217122876604,6.624664237073521,0.0800694364567127,0.0755277379520006,0.082554832070043
16,-0.31,8.264412196535222,3.296772796172432,0.021820248344277,15.713441941574018,30.47,6.666119379898852,10.56003011934198,2.5570745106164416,16.286,-9.117,4.3597508337790565,0.4842720555971994,-0.525061887865121,2570.063156933536,1.7584977161741324,0.0573921957875531,0.0678109204053236,0.0768265914606953,0.0770177765280905,2695.587410339719,0.1386532135516153,0.0537321220584941,0.0677966753065697,0.0844946981129899,0.0848470389872939,1.6729747886995845,0.1350586300575624,0.0551964204095126,0.0574980160156343,7.169776971389971,3.3340652479719397,6.692239472685844,0.0811098650957403,0.0762422433614832,0.0839550559017184
17,0.371,9.352744229461356,3.3530251416328265,0.0266111425585036,14.945218454242632,31.863,6.747743652442037,10.021008383229988,2.4697172178799294,15.717,-9.479,4.469678610025006,0.488803128432248,-0.5238846439632496,2574.146741924188,1.7554063613183168,0.0582017723020893,0.0697779598751703,0.0773722079959751,0.0774333977475948,2706.066314046884,0.1317900663552672,0.0541804255511581,0.0684887522427245,0.0853113437267423,0.0854560955460552,1.6665550409135903,0.1282705177747185,0.0558515566770116,0.0590676790700633,8.264412196535222,3.296772796172432,6.666119379898852,0.0815737640069418,0.0768265914606953,0.0844946981129899
18,0.912,10.394296435974468,3.350585234504964,0.0176693163275354,15.59666961531626,30.57,6.7326857097500055,10.131026734203395,2.4894999790672987,16.716,-9.145,4.503479260109881,0.4892489985994899,-0.5302521604549866,2558.277421071521,1.756461442382442,0.058298809240066,0.0690329061585046,0.0769722560443199,0.0770570488909038,2684.801705683174,0.1413757095633261,0.0542670010534885,0.0684248534130179,0.0853557458885379,0.0854922119820057,1.6723601243196615,0.1356117877303801,0.0561217837119808,0.0592211923928494,9.352744229461356,3.3530251416328265,6.747743652442037,0.0823876762596038,0.0773722079959751,0.0853113437267423
19,2.76,11.439309381246636,3.3615078143955377,0.0159740383888444,16.087013151256386,31.434,6.707713809348695,10.668627036372053,2.568707449364356,17.085,-9.277,4.550945026119774,0.4785491453556286,-0.5747832681146416,2522.4443867159466,1.7760727750991152,0.0576453209952333,0.0679682284446399,0.0767467086653269,0.0768821500719155,2650.2176183410597,0.1841799769584501,0.0539523806027853,0.0683110719067193,0.0853281255579686,0.0855925075635499,1.6817889910361534,0.1723953981956867,0.0555745853194553,0.0583779150180383,10.394296435974468,3.350585234504964,6.7326857097500055,0.0819329187928906,0.0769722560443199,0.0853557458885379
20,3.088,12.48328514936482,3.387346824651626,0.0034812307376301,16.23622718769793,31.719,6.779042973343684,10.692551635457653,2.5719896592358946,16.812,-8.889,4.670452082152949,0.488709955610795,-0.5602886003450127,2540.34260411416,1.7793794930486526,0.0574896505913184,0.0677109899472981,0.0766285748352978,0.0766937731991983,2666.686059999577,0.1631196919787211,0.0538308796920428,0.0689429358283056,0.0850854206822664,0.0852185984764381,1.6904339988670458,0.1618689967534581,0.0553196418679329,0.0580598334100151,11.439309381246636,3.3615078143955377,6.707713809348695,0.0815748953655682,0.0767467086653269,0.0853281255579686
21,-5.489,3.09082804931253,3.00744931641032,-0.6658834143748038,14.246071852433971,25.453,5.839980828801064,10.230988584548294,2.4939650114653547,14.134,-9.756,3.961938630699028,0.4363508644872284,-0.4844742965068889,2687.917444453524,1.7011253727408004,0.063252654341646,0.0754070476184999,0.0831923800672993,0.0842281248620098,2779.0284504881884,0.0365514394796684,0.0588739864760812,0.061585632184984,0.0906546709899559,0.0921736878578656,1.645105725707879,0.0428565334689636,0.0611033766681101,0.0666638545332433,12.48328514936482,3.387346824651626,6.779042973343684,0.081191244914275,0.0766285748352978,0.0850854206822664
22,-5.72,3.5025385391785684,3.2345311239551804,-0.6120174001739112,13.6529777015889,28.56,6.296063298000605,9.51643635922133,2.383469451251357,15.475,-10.288,4.391604390924996,0.4879526701044379,-0.4604156375165864,2663.947629202344,1.7208841493120357,0.0623834955172364,0.0714780805765341,0.0835685232668601,0.0840442918443025,2781.3324451962835,0.0510023703309448,0.0585528764172907,0.0649864667213155,0.091511189783387,0.09223831094092,1.660929497585807,0.0562424770677522,0.0604623930044789,0.0632234954359683,3.09082804931253,3.00744931641032,5.839980828801064,0.0875897212572407,0.0831923800672993,0.0906546709899559
23,-5.697,3.627531728885093,3.262838103680586,-0.6105784200215743,14.26503995445436,28.201,6.3645754640484205,9.95995081132232,2.45194118771561,16.263,-10.418,4.532134318031112,0.4892903357299302,-0.4799680431344826,2684.2138343124,1.6978459775457913,0.0616831432505336,0.0730467061664213,0.0838672978889645,0.0845794540351878,2801.4073302067204,0.0256037116567985,0.0579181109744953,0.0654956353153009,0.0923583899532324,0.0935599569243469,1.6486001598142994,0.0380786085192641,0.0600371216983659,0.0657971667814434,3.5025385391785684,3.2345311239551804,6.296063298000605,0.0880722494737688,0.0835685232668601,0.091511189783387
24,-5.821,3.779700391254526,3.313499900120773,-0.612507110666975,13.509186590501706,31.635,6.374430652267559,9.591890545042682,2.3954307283509677,16.411,-10.655,4.632739457317325,0.490724061661821,-0.4962249949506083,2651.879462257932,1.7158793393991092,0.061263499730938,0.0716637771584991,0.0829453575083427,0.0830867455626938,2769.140344866012,0.0417689791092348,0.0571353043244891,0.0657897440018718,0.091990110957517,0.0922365884388721,1.6666412761204377,0.0477967425381138,0.0594541116504463,0.0638243666902941,3.627531728885093,3.262838103680586,6.3645754640484205,0.0883151965275821,0.0838672978889645,0.0923583899532324
25,-5.501,3.959561762341507,3.3637294274458647,-0.6619154946829862,13.591406961974348,29.266,6.44185157795221,9.46758124209162,2.374364982004355,17.198,-10.615,4.808686723856711,0.4894833337757446,-0.5345480849375606,2653.6553941765724,1.7124012865967266,0.0608727575480371,0.0722110177569261,0.0826465046945432,0.0827114741127442,2776.9552202103814,0.0514671461831326,0.056648638591232,0.0664183440609229,0.092207229072617,0.0923218859798113,1.6563333825025068,0.0486076429663271,0.0589949953719758,0.0641375207733852,3.779700391254526,3.313499900120773,6.374430652267559,0.0876804727274811,0.0829453575083427,0.091990110957517
26,-6.257,4.102309958667307,3.4031188379514616,-0.666341543540149,12.563510243799106,31.022,6.516738712954389,8.756323752076618,2.2591997127743424,17.306,-11.317,4.990437434122072,0.4896042639261703,-0.5468692251574967,2655.169912631006,1.7268424918514431,0.0611940195459085,0.0752746856055554,0.0827375034137119,0.0827736686786961,2791.2556332406552,0.0578836470653646,0.0564751191866557,0.0670904070465907,0.0924644983740733,0.0925454021443645,1.6570389477433656,0.062175726564756,0.0590990787714249,0.0668865681347239,3.959561762341507,3.3637294274458647,6.44185157795221,0.0874425581985201,0.0826465046945432,0.092207229072617
27,-5.936,4.158333692599275,3.36976748534268,-0.6559492745396707,12.556431179632336,31.582,6.567592782757124,8.756659773541626,2.2583551136916373,16.822,-10.807,4.945480119617735,0.502583918058281,-0.5326408792334849,2661.275187107851,1.7238674882673122,0.0608310228684752,0.0745261275901527,0.0823100437465245,0.0823652485846515,2786.078864825499,0.056360244200283,0.0562368887280796,0.0670546914058809,0.0921679646944855,0.0922790841167363,1.6554092298373169,0.0620272062547021,0.0588418654909779,0.0668104330189297,4.102309958667307,3.4031188379514616,6.516738712954389,0.0876308321112509,0.0827375034137119,0.0924644983740733
28,-5.867,4.244649902722848,3.377931541984691,-0.6807838552855507,12.635401743095198,32.005,6.5717507380724856,8.944614419932806,2.2853570671579027,18.257,-11.892,5.020229166486306,0.4991475179915792,-0.5411365030798532,2630.8784901029585,1.7281902583460622,0.0610223335419461,0.0769602670585011,0.0830244048110507,0.0830529741073123,2767.767321753895,0.0781096302741738,0.0564694667581093,0.0671843295725838,0.0929066649536323,0.0929708369826839,1.6574383587245811,0.0791643655050509,0.0591166891927338,0.0699895270733896,4.158333692599275,3.36976748534268,6.567592782757124,0.0872583840480669,0.0823100437465245,0.0921679646944855
29,-5.127,4.366203696768182,3.380028021557543,-0.7020223704730517,12.4097554489009,30.873,6.582048639001247,8.619936799882465,2.2290379613723026,17.72,-10.601,5.073686957476708,0.501780977354933,-0.578319950376303,2643.1013564371856,1.727679448566808,0.0617732500888402,0.0760837347713021,0.0834685000389069,0.0835867879997894,2772.861603148357,0.065562589576874,0.0571714011518705,0.0671698307906779,0.0938412882638891,0.094044051752863,1.6593418382138756,0.0696294374923665,0.0599492194291734,0.0691530976667773,4.244649902722848,3.377931541984691,6.5717507380724856,0.087727572308175,0.0830244048110507,0.0929066649536323
30,-5.274,4.481391240395771,3.4048700420537816,-0.7032762228576201,12.479396373528097,30.702,6.641025769719479,8.59328842645062,2.229462894259851,18.611,-11.479,5.19720622020464,0.4970169510519083,-0.555330784597051,2653.924580560069,1.72767117852505,0.0629034319702465,0.0769774005471538,0.0841733564929389,0.0842232516194879,2786.7757776197923,0.0532297739626916,0.057978251036115,0.0676981338696655,0.0949471488028643,0.0950345888314247,1.6591118267160958,0.0539985730474391,0.0611029273203394,0.0693382046153746,4.366203696768182,3.380028021557543,6.582048639001247,0.0881591347560076,0.0834685000389069,0.0938412882638891
31,-5.202,4.570001328239465,3.4209989196611272,-0.7205185704948471,12.744647164602265,31.433,6.626588396188297,9.0102967577061,2.2965302903959333,17.915,-11.1,5.219837676642294,0.5019501673360445,-0.581229392841963,2629.3476767452385,1.7168185620675889,0.0633198287885922,0.0764639082632654,0.084890632924789,0.0849091232801386,2762.6806337223497,0.0756021319034109,0.0586329081629701,0.0675956822337923,0.0954502594197804,0.0954924805234026,1.649128020235508,0.0793854303619774,0.0616876882297138,0.069547135514218,4.481391240395771,3.4048700420537816,6.641025769719479,0.0893124155973875,0.0841733564929389,0.0949471488028643
32,-5.344,4.61704818176837,3.3775489154813787,-0.7436542418128429,12.127937079777652,31.203,6.634987658321951,8.507942385043188,2.2178905656939163,18.212,-10.896,5.201530680385146,0.4985734932649565,-0.5671535712238152,2669.002706079088,1.7258746909427949,0.0643946372642492,0.0768425927150712,0.0856652407207042,0.085712625450209,2790.272980042861,0.0476268408953361,0.0598363124844189,0.0672523015451015,0.0961936147973153,0.0962811548286873,1.662847436956266,0.0584013820876834,0.0627354080268289,0.070165400673063,4.570001328239465,3.4209989196611272,6.626588396188297,0.0896895728083838,0.084890632924789,0.0954502594197804
33,-6.363,4.236528361028224,3.9198480079544953,-0.514090179688377,12.315751066201877,36.051,7.58263906367422,8.526872254437164,2.2208837709462648,22.528,-10.942,5.9568135280530825,0.5262649180794468,-0.5135287461035913,2595.873063972307,1.793986405983885,0.06014883715779,0.0821136309102998,0.0750140455724273,0.0771831797477129,2725.532576869122,0.1422041506382054,0.0541538025571161,0.0782019340250133,0.0922231921420455,0.0952739040985276,1.69957274311363,0.1524560237909818,0.058251836576101,0.0771929478619251,4.61704818176837,3.3775489154813787,6.634987658321951,0.0904990454811924,0.0856652407207042,0.0961936147973153
34,-6.273,3.895738526669221,3.645261236056217,-0.5337392803734411,12.812809120053553,35.112,7.1033278889247935,8.727273348934906,2.254281591628064,21.88,-9.907,5.589435241121548,0.5208723105853292,-0.5099672404662603,2689.526093470226,1.7442941808204926,0.0613208156532993,0.0748516085034432,0.07575558272088,0.0766075189973863,2827.421750297742,0.0471609455544157,0.0566972366359431,0.0719863175762641,0.0908584169251993,0.0918711755435298,1.692331119487303,0.0785918788620181,0.0600830877776927,0.0696002991714531,4.236528361028224,3.9198480079544953,7.58263906367422,0.081211028097787,0.0750140455724273,0.0922231921420455
35,-6.5,3.851501865152021,3.6156252605523314,-0.5843558056636455,13.246060321585768,34.222,7.028717019871543,9.408702980743003,2.373082184061708,22.973,-10.727,5.5268828562295385,0.5164910367108327,-0.5199283214000574,2672.208930955863,1.7280366899339743,0.0644367981279828,0.0726695721083992,0.0788920044258113,0.0798292393009422,2794.8746479663605,0.058574085742545,0.0605782967693005,0.0709513593657333,0.0940035092092033,0.0952849541136832,1.675529663016428,0.0835108227518906,0.0634684189192974,0.0677457082599944,3.895738526669221,3.645261236056217,7.1033278889247935,0.0811631535394118,0.07575558272088,0.0908584169251993
36,-7.202,3.9059635367690695,3.680564023208803,-0.6192302111716304,12.655012616980695,35.634,6.951756500832111,9.08904135382168,2.312588157175868,21.394,-10.376,5.634434076671103,0.4993148757940508,-0.5789321896719999,2660.3059848595776,1.7439000955886983,0.0642713353862711,0.0724551726900411,0.0787764130475591,0.0792407108389155,2784.136139308561,0.0762800340160164,0.060469766106885,0.0714182957177393,0.0939734508958427,0.0946114250072842,1.6898151508640311,0.0851929075839783,0.0633875362499985,0.0675045529409354,3.851501865152021,3.6156252605523314,7.028717019871543,0.0834402637153325,0.0788920044258113,0.0940035092092033
37,-7.227,3.993017949139537,3.7300068426711097,-0.6287790044470793,12.747126091529342,34.044,7.020107977357874,8.794439315198563,2.264830449338385,21.08,-9.301,5.775141627783145,0.5103852022556307,-0.5992294186912259,2761.630165641751,1.6515583785936967,0.06146243181325,0.0743393548197548,0.077559289604954,0.0776301181046822,2888.6007023186885,-0.0426136980429088,0.057152367370937,0.071462124080074,0.0933083047652371,0.0933839324965207,1.625432399498172,-0.0235566713160652,0.0606618771477215,0.0705858660392466,3.9059635367690695,3.680564023208803,6.951756500832111,0.0831590704684856,0.0787764130475591,0.0939734508958427
38,-6.776,3.995565151086232,3.7090416921798433,-0.6649141701552419,12.943249084250455,35.294,7.042611243306047,9.088486331503828,2.316166592322654,23.029,-10.176,5.76261096749555,0.5022718831149429,-0.5985299650147335,2665.6919989146163,1.718219739882191,0.0598057505333635,0.0733456312204733,0.0775539543795222,0.0775748400174861,2799.070854603292,0.0615025518851803,0.0555493105039823,0.072361555472671,0.0934760617568149,0.09349748877233,1.6641395173115194,0.0804382361132161,0.058946662880104,0.0692492517286218,3.993017949139537,3.7300068426711097,7.020107977357874,0.0821734330660571,0.077559289604954,0.0933083047652371
39,-6.543,4.052088187912724,3.729153167580973,-0.6896403816570498,12.896146407158692,35.386,7.06130218986852,9.005232507051957,2.3006276406979964,23.156,-10.179,5.824113860678419,0.5069011523170475,-0.6075049995799109,2651.306185443924,1.725015387433921,0.0628470073677059,0.0740411152295404,0.080063602295024,0.0802388884654568,2773.963185265725,0.0790335253615932,0.0588433254848068,0.0722470882005758,0.0957117864919727,0.0959464067562101,1.678613388158,0.0978397254870492,0.0621902497124287,0.070362950523737,3.995565151086232,3.7090416921798433,7.042611243306047,0.082080729282037,0.0775539543795222,0.0934760617568149
40,-6.321,4.0746670059984105,3.729819042566254,-0.7068084865147366,12.53460900535879,34.746,7.0468036430659,9.013265069679385,2.300524290252064,23.671,-10.868,5.887135236258921,0.4980361131583464,-0.6103050655831521,2657.8861325451608,1.7276797421769623,0.0665126229908324,0.0741038899157796,0.0830949889853921,0.0831355606607361,2781.758795971502,0.0856183047841107,0.0627039256467358,0.0716213572126815,0.0983824119439952,0.0984168269811139,1.6756893424692427,0.1010056226587316,0.0659248636954074,0.0701838472555244,4.052088187912724,3.729153167580973,7.06130218986852,0.0843587267426799,0.080063602295024,0.0957117864919727
41,-7.168,4.147359458090079,3.743164579834042,-0.729471522897744,12.001930187180262,34.726,7.091355636515659,8.685860481621194,2.246713544876838,24.505,-11.339,6.00663592394602,0.5035385697157242,-0.6024574016013262,2672.336578834332,1.7174911556233097,0.0664623801720198,0.0752747947878014,0.0829744308500216,0.0830972241966563,2792.321098928189,0.0764185766190614,0.0624158178692036,0.0723515533555197,0.098783344766695,0.0989614736451545,1.6706440688787656,0.0831256967058007,0.0659815071067958,0.0721021402982094,4.0746670059984105,3.729819042566254,7.0468036430659,0.0872148383378931,0.0830949889853921,0.0983824119439952
42,-6.124,4.181523629921188,3.739399333000076,-0.7607626574345279,12.49902617796695,34.964,7.087714622845472,8.862074785443719,2.279994434237396,23.079,-11.06,6.010708912463913,0.5052495848060821,-0.6165636021920662,2649.931594595739,1.7400259967233764,0.0627825933917125,0.0747978361869509,0.0797560975871081,0.0797764081024169,2783.663583207924,0.0930908295988686,0.0584567274636715,0.0720515457518683,0.096170967317836,0.0961991785162265,1.6795863468093348,0.1100850490702245,0.0622650527892302,0.0712690273106703,4.147359458090079,3.743164579834042,7.091355636515659,0.0874617735986667,0.0829744308500216,0.098783344766695
43,-6.426,4.220621942534719,3.7676455236644566,-0.7675622455424551,12.094670178686783,37.353,7.126692583931066,8.462441772756236,2.2080794848958045,24.484,-12.306,6.083415123237741,0.4985740483552428,-0.6185231395360473,2658.157152136496,1.7363611942845325,0.0615849629368515,0.0772072248741161,0.0785068759271003,0.078524621091012,2782.151189109408,0.0853292135781056,0.0567502129607424,0.0719089556587795,0.0955761901829968,0.0955925075137394,1.6809681094607103,0.100145951703985,0.060763375060148,0.0736319671880557,4.181523629921188,3.739399333000076,7.087714622845472,0.0843807839986238,0.0797560975871081,0.096170967317836
44,-6.387,4.296572569973627,3.814421412806509,-0.788225130839669,11.698900986717064,35.513,7.16186232969038,7.926923087738902,2.11413136470214,23.931,-10.32,6.214566996502996,0.5049420993079395,-0.630234891297885,2649.0845777943223,1.7500718554103378,0.0651363121069093,0.0790916737926074,0.0814298243614722,0.0815075067013287,2775.42518681418,0.0893900673765369,0.0600727685957007,0.0728120538152156,0.0983849035144653,0.0984776182401346,1.686361546426658,0.1116403288223714,0.0644706551819414,0.0760603095061037,4.220621942534719,3.7676455236644566,7.126692583931066,0.083503122804019,0.0785068759271003,0.0955761901829968
