flute_1,flute_2,flute_3
87.39090058,94.54248373,93.60872787
87.39090058,94.5602155,93.65359272
87.39090058,94.56862356,93.68407674
87.39090058,94.56862356,93.70112274
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.39090058,94.56862356,93.70566818
87.7061647,94.56862356,93.70566818
88.0993478,94.56862356,93.70566818
88.49130564,94.56862356,93.70566818
88.88155409,94.56862356,93.70566818
89.26963001,94.56862356,93.70566818
89.65509154,94.56862356,93.70566818
90.03751838,94.56862356,93.70566818
90.41651198,94.56862356,93.70566818
90.79169571,94.56862356,93.70566818
91.16271501,94.56862356,93.70566818
91.52923739,94.56862356,93.70566818
91.89095253,94.56862356,93.70566818
92.24757218,94.56862356,93.70566818
92.59883018,94.56862356,93.70566818
92.94448231,94.56862356,93.70566818
93.2843062,94.56862356,93.70566818
93.61810111,94.56862356,93.70566818
93.94568777,94.56862356,93.70566818
94.26690815,94.56862356,93.70566818
94.58162515,94.56862356,93.70566818
94.88972237,94.56862356,93.70566818
95.19110376,94.56862356,93.70566818
95.48569329,94.56862356,93.70566818
95.77343457,94.56862356,93.70566818
96.05429047,94.56862356,93.70566818
96.32824273,94.56862356,93.74018966
96.59529149,94.56862356,93.93261436
96.85545491,94.56862356,94.13621951
97.10876863,94.56862356,94.3509501
97.35528535,94.56862356,94.57673474
97.59507432,94.56862356,94.8134861
97.82822082,94.56862356,95.06110142
98.05482567,94.56862356,95.31946299
98.27500469,94.56862356,95.58843867
98.48888816,94.56862356,95.86788239
98.69662026,94.61864372,96.15763466
98.89835857,94.77442788,96.45752308
99.09427345,94.936968,96.76736287
99.2845475,95.1061995,97.08695738
99.469375,95.28205156,97.41609862
99.64896132,95.46444735,97.75456776
99.82352237,95.65330429,98.10213572
99.99328397,95.84853439,98.45856362
100.1584813,96.05004442,98.82360334
100.3193584,96.25773627,99.19699805
100.4761675,96.47150713,99.57848272
100.6291683,96.69124982,99.96778466
100.7786279,96.91685304,100.364624
100.9248194,97.1482016,100.7687143
101.0680222,97.3851767,101.1797629
101.208521,97.62765621,101.5974715
101.3466052,97.87551489,102.0215369
101.4825683,98.12862466,102.4516511
101.6167078,98.38685484,102.887502
101.7493242,98.65007241,103.328774
101.8807204,98.91814226,103.7751482
102.0112017,99.1909274,104.2263032
102.1410748,99.46828924,104.6819154
102.2706475,99.75008778,105.1416593
102.400228,100.0361819,105.6052085
102.5301247,100.3264295,106.0722354
102.6606455,100.6206878,106.5424124
102.7920973,100.9188136,107.0154117
102.9247859,101.2206632,107.4909062
103.0590149,101.5260932,107.9685697
103.1950858,101.8349601,108.4480774
103.3332975,102.1471208,108.9291061
103.4739456,102.4624327,109.4113349
103.6173222,102.7807541,109.8944454
103.7637155,103.101944,110.3781221
103.9134094,103.4258627,110.8620528
104.0666829,103.7523718,111.3459291
104.2238103,104.0813342,111.8294463
104.3850601,104.4126146,112.3123042
104.5506955,104.7460794,112.7942074
104.7209733,105.0815971,113.2748654
104.896144,105.4190381,113.7539929
105.0764515,105.7582753,114.2313103
105.2621329,106.0991838,114.7065438
105.4534178,106.4416414,115.179426
105.6505285,106.7855285,115.6496958
105.8536796,107.1307284,116.1170987
106.0630776,107.4771272,116.5813874
106.2789212,107.8246142,117.0423215
106.5014004,108.1730817,117.4996682
106.7306968,108.5224254,117.9532024
106.9669833,108.8725444,118.4027067
107.210424,109.2233411,118.8479717
107.4611738,109.5747216,119.2887964
107.7193786,109.9265956,119.724988
107.985175,110.2788767,120.1563624
108.2586902,110.631482,120.5827442
108.5400419,110.9843326,121.0039667
108.8293382,111.3373537,121.4198724
109.1266779,111.6904743,121.8303128
109.4321497,112.0436276,122.2351485
109.7458328,112.3967508,122.6342497
110.0677966,112.7497853,123.0274957
110.3981009,113.1026766,123.4147755
110.7367954,113.4553746,123.7959876
111.0839203,113.8078334,124.1710401
111.4395061,114.1600113,124.5398507
111.8035733,114.5118709,124.9023469
112.176133,114.8633792,125.2584659
112.5571865,115.2145076,125.6081548
112.9467257,115.5652317,125.9513701
113.344733,115.9155313,126.2880785
113.7511812,116.2653909,126.6182561
114.1660341,116.614799,126.941889
114.5892461,116.9637486,127.2589728
115.0207626,117.3122369,127.5695129
115.4605201,117.6602655,127.8735244
115.9084463,118.00784,128.1710319
116.36446,118.3549704,128.4620693
116.828472,118.701671,128.7466804
117.3003841,119.04796,129.024918
117.7800905,119.3938598,129.2968443
118.2674771,119.7393969,129.5625308
118.7624221,120.0846019,129.8220578
119.2647961,120.4295091,130.0755148
119.7744621,120.774157,130.3230002
120.2912763,121.1185876,130.5646208
120.8150876,121.4628472,130.8004924
121.3457382,121.8069852,131.030739
121.8830639,122.1510551,131.2554931
122.4268941,122.4951138,131.474895
122.9770523,122.8392217,131.6890935
123.5333561,123.1834427,131.8982448
124.0956175,123.5278439,132.1025129
124.6636433,123.8724957,132.3020694
125.2372354,124.2174717,132.4970931
125.8161908,124.5628486,132.6877699
126.4003021,124.908706,132.8742926
126.9893575,125.2551264,133.0568608
127.5831416,125.6021951,133.2356806
128.1814351,125.9500002,133.4109642
128.7840154,126.2986322,133.5829302
129.3906569,126.6481841,133.7518028
130.0011312,126.9987515,133.9178121
130.6152074,127.350432,134.0811934
131.2326523,127.7033255,134.2421873
131.8532309,128.0575339,134.4010394
132.4767066,128.413161,134.5579999
133.1028415,128.7703127,134.7133235
133.7313964,129.1290961,134.8672693
134.3621319,129.4896204,135.0201002
134.9948077,129.851996,135.172083
135.6291837,130.2163346,135.3234878
136.2650196,130.5827494,135.4745881
136.902076,130.9513544,135.6256605
137.540114,131.3222648,135.776984
138.1788957,131.6955966,135.9288403
138.8181847,132.0714667,136.0815132
139.4577462,132.4499923,136.2352886
140.0973471,132.8312914,136.390454
140.7367569,133.2154822,136.5472984
141.375747,133.6026833,136.7061117
142.0140922,133.9930132,136.8671851
142.6515699,134.3865908,137.0308101
143.2879608,134.7835344,137.1972787
143.9230495,135.1839625,137.3668831
144.556624,135.5879928,137.5399153
145.1884767,135.995743,137.7166668
145.8184043,136.4073297,137.8974285
146.4462078,136.8228691,138.0824903
147.0716935,137.2424764,138.272141
147.6946724,137.6662659,138.4666678
148.3149609,138.0943508,138.6663564
148.9323811,138.526843,138.8714903
149.5467607,138.9638531,139.082351
150.1579333,139.4054903,139.2992173
150.765739,139.8518621,139.5223654
151.3700239,140.3030746,139.7520686
151.970641,140.7592317,139.9885969
152.5674499,141.2204358,140.2322168
153.1603172,141.686787,140.4831912
153.7491167,142.1583834,140.741779
154.3337295,142.6353208,141.008235
154.914044,143.1176927,141.2828095
155.4899564,143.6055902,141.5657483
156.0613707,144.0991016,141.8572923
156.6281987,144.5983129,142.1576774
157.1903603,145.1033072,142.467134
157.7477835,145.6141647,142.7858874
158.3004046,146.1309628,143.1141568
158.8481684,146.6537756,143.4521558
159.3910281,147.1826743,143.8000917
159.9289454,147.717727,144.1581657
160.4618907,148.2589982,144.5265724
160.9898432,148.8065493,144.9054997
161.5127908,149.3604379,145.2951287
162.0307303,149.9207185,145.6956336
162.5436673,150.4874416,146.1071812
163.0516165,151.0606542,146.5299311
163.5546014,151.6403995,146.9640355
164.0526545,152.2267169,147.4096385
164.5458173,152.8196419,147.866877
165.0341403,153.419206,148.3358794
165.5176828,154.0254367,148.8167664
165.9965134,154.6383575,149.3096502
166.4707092,155.2579876,149.8146348
166.9403565,155.8843423,150.3318158
167.4055503,156.5174323,150.8612801
167.8663945,157.1572644,151.4031059
168.3230015,157.8038408,151.9573629
168.7754925,158.4571595,152.5241115
169.2239972,159.1172142,153.1034034
169.6686538,159.7839938,153.6952813
170.109609,160.4574833,154.2997786
170.5470173,161.1376626,154.9169196
170.9810419,161.8245077,155.5467195
171.4118535,162.5179895,156.1891839
171.839631,163.2180749,156.8443093
172.2645609,163.9247258,157.5120827
172.6868372,164.6378999,158.1924817
31.41635516,19.48369225,21.74806264
34.8927704,23.473047,24.92595987
38.10284657,27.17286849,27.89865916
41.06102301,30.59930868,30.67784802
43.78119133,33.76786983,33.27472071
46.27671037,36.69342355,35.6999933
48.56042098,39.39022937,37.96391852
50.64466037,41.87195302,40.07630017
52.54127629,44.15168423,42.04650728
54.26164088,46.24195416,43.88348786
55.81666418,48.15475251,45.59578247
57.21680745,49.90154413,47.19153732
58.47209617,51.49328539,48.67851721
59.59213275,52.9404401,50.06411807
60.58610902,54.25299511,51.35537927
61.46281844,55.44047554,52.55899557
62.23066801,56.51195964,53.68132888
62.89769001,57.47609342,54.72841962
63.47155339,58.34110474,55.70599795
63.959575,59.1148173,56.61949457
64.36873051,59.80466414,57.4740514
64.70566514,60.41770086,58.27453188
64.9767041,60.96061858,59.02553109
65.1878629,61.43975654,59.73138559
65.34485725,61.86111439,60.39618301
65.45311297,62.23036422,61.02377139
65.51777545,62.55286224,61.6177683
65.54371906,62.83366026,62.18156971
65.54371906,63.07751676,62.71835863
65.54371906,63.28890784,63.23111352
65.54371906,63.47203771,63.72261651
65.54371906,63.6308491,64.19546132
65.54371906,63.76903326,64.65206107
65.54371906,63.89003975,65.09465581
65.54371906,63.99708603,65.52531985
65.54371906,64.09316671,65.9459689
65.54371906,64.18106257,66.35836702
65.54371906,64.26334943,66.76413333
65.54371906,64.34240665,67.16474862
65.54371906,64.42042549,67.56156165
65.54371906,64.49941721,67.95579535
65.54371906,64.58122094,68.34855283
65.54371906,64.66751133,68.74082317
65.54371906,64.75980602,69.1334871
65.54371906,64.85947284,69.52732244
65.54371906,64.96773684,69.92300941
65.54371906,65.08568713,70.32113581
65.54371906,65.21428344,70.72220197
65.54371906,65.35436259,71.12662555
65.54371906,65.50664473,71.53474627
65.54371906,65.67173932,71.94683041
65.54371906,65.85015104,72.36307514
65.54371906,66.04228544,72.78361282
65.54371906,66.24845443,73.208515
65.54371906,66.46888163,73.63779647
65.54371906,66.70370749,74.07141897
65.54371906,66.95299431,74.50929495
65.54371906,67.21673103,74.95129106
65.54371906,67.4948379,75.39723162
65.54371906,67.787171,75.84690187
65.54371906,68.09352659,76.3000512
65.54371906,68.41364529,76.75639617
65.54371906,68.74721616,77.21562347
65.54371906,69.0938806,77.67739272
65.54371906,69.45323612,78.14133923
65.54371906,69.82483999,78.60707661
65.58464803,70.20821271,79.07419922
65.89045864,70.60284141,79.54228463
66.21371695,71.00818308,80.01089589
66.55393858,71.42366764,80.47958375
66.9106077,71.84870103,80.94788874
67.28317974,72.28266799,81.41534322
67.67108395,72.72493484,81.88147329
68.07372593,73.17485215,82.34580059
68.49049008,73.63175725,82.8078441
68.92074185,74.09497664,83.26712176
69.36383003,74.56382831,83.72315207
69.8190889,75.03762397,84.17545561
70.28584028,75.51567114,84.6235564
70.76339554,75.99727516,85.06698331
71.25105747,76.48174113,85.50527131
71.74812216,76.9683757,85.93796266
72.25388071,77.45648882,86.36460805
72.76762093,77.94539538,86.78476767
73.28862893,78.43441676,87.19801218
73.81619066,78.92288232,87.60392369
74.3495934,79.41013074,88.00209657
74.88812711,79.89551141,88.39213832
75.4310858,80.37838559,88.77367027
75.97776878,80.8581276,89.14632832
76.52748184,81.33412589,89.50976354
77.07953845,81.80578408,89.86364278
77.6332608,82.27252187,90.20764919
78.18798081,82.73377594,90.54148272
78.74304115,83.18900074,90.86486054
79.29779609,83.63766927,91.17751744
79.85161241,84.07927373,91.47920614
80.40387017,84.51332619,91.76969765
80.95396348,84.93935911,92.04878148
81.50130122,85.35692589,92.31626586
82.04530765,85.76560133,92.57197792
82.58542306,86.16498203,92.81576385
83.12110433,86.55468673,93.04748896
83.65182542,86.93435665,93.26703779
84.17707788,87.30365573,93.47431411
84.69637128,87.66227089,93.66924092
85.20923356,88.00991211,93.85176045
85.71521147,88.34631267,94.02183405
86.2138708,88.67122916,94.17944214
86.7047967,88.98444158,94.32458407
87.18759393,89.2857533,94.45727798
87.66188705,89.57499109,94.57756064
88.12732061,89.85200505,94.68548722
88.58355929,90.11666848,94.78113112
89.030288,90.3688778,94.86458369
89.46721198,90.60855238,94.935954
89.89405683,90.83563433,94.99536852
90.31056855,91.05008833,95.04297086
90.71651354,91.25190137,95.07892145
91.11167857,91.44108249,95.10339716
91.4958707,91.61766247,95.11659101
91.86891723,91.78169355,95.11871175
92.23066559,91.93324905,95.11871175
92.5809832,92.07242307,95.11871175
92.91975736,92.19933008,95.11871175
93.24689504,92.31410451,95.11871175
93.5623227,92.41690038,95.11871175
93.86598613,92.50789083,95.11871175
94.15785016,92.58726771,95.11871175
94.43789847,92.6552411,95.11871175
94.70613329,92.71203882,95.11871175
94.96257518,92.75790598,95.11871175
95.20726268,92.79310447,95.11871175
95.44025205,92.81791243,95.11871175
95.66161694,92.83262375,95.11871175
95.87144806,92.83754756,95.11871175
96.06985284,92.83754756,95.11871175
96.25695507,92.83754756,95.11871175
96.43289455,92.83754756,95.11871175
96.59782671,92.83754756,95.11871175
96.75192223,92.83754756,95.11871175
96.89536664,92.83754756,95.11871175
97.02835992,92.83754756,95.11871175
97.15111612,92.83754756,95.11871175
97.26386291,92.83754756,95.11871175
97.36684116,92.83754756,95.11871175
97.46030457,92.83754756,95.11871175
97.54451915,92.83754756,95.11871175
97.61976286,92.83754756,95.11871175
97.68632512,92.83754756,95.11871175
97.7445064,92.83754756,95.11871175
97.79461776,92.83754756,95.11871175
97.83698037,92.83754756,95.11871175
97.87192512,92.83754756,95.11871175
97.89979211,92.83754756,95.11871175
97.92093022,92.83754756,95.11871175
97.93569664,92.83754756,95.11871175
97.94445643,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
97.94758207,92.83754756,95.11871175
98.04939711,92.83754756,95.11871175
98.16385952,92.83754756,95.11871175
98.28908463,92.83754756,95.11871175
98.42538882,93.11895181,95.11871175
98.57308034,93.44953482,95.11871175
98.73245902,93.79772956,95.11871175
98.90381609,94.1637065,95.11871175
99.08743402,94.54762299,95.11871175
99.28358632,94.94962314,95.11871175
99.49253735,95.36983781,95.11871175
99.71454217,95.80838454,95.38992062
99.94984642,96.26536749,95.87059774
100.1986861,96.74087746,96.36895722
100.4612875,97.23499183,96.88499373
100.737867,97.74777459,97.41869002
101.0286311,98.27927631,97.97001698
101.3337761,98.82953419,98.53893374
101.6534881,99.39857206,99.12538773
101.9879429,99.98640043,99.72931479
102.337306,100.5930165,100.3506392
102.7017323,101.2184044,100.989274
103.0813662,101.8625349,101.6451207
103.4763417,102.5253658,102.3180698
103.8867818,103.2068418,103.0080008
104.3127991,103.9068949,103.7147822
104.7544953,104.6254442,104.4382717
105.2119613,105.362396,105.1783164
105.6852774,106.1176442,105.9347532
106.1745129,106.8910702,106.7074082
106.6797264,107.6825431,107.4960979
107.2009656,108.4919199,108.3006285
107.7382675,109.3190454,109.1207964
108.2916583,110.1637529,109.9563887
108.8611533,111.0258638,110.8071828
109.4467572,111.9051881,111.6729471
110.048464,112.8015244,112.5534408
110.6662571,113.7146603,113.4484144
111.3001091,114.6443724,114.3576099
111.9499823,115.5904267,115.2807608
112.6158284,116.5525786,116.2175924
113.2975887,117.5305732,117.1678223
113.9951942,118.5241458,118.1311602
114.7085656,119.5330215,119.1073083
115.4376137,120.556916,120.0959617
116.1822389,121.5955358,121.0968085
116.942332,122.648578,122.10953
117.7177737,123.715731,123.133801
118.5084351,124.7966747,124.16929
119.3141778,125.8910804,125.2156595
120.1348537,126.9986117,126.2725664
120.9703056,128.1189241,127.3396619
121.8203669,129.2516656,128.4165922
122.6848622,130.3964771,129.5029982
123.5636069,131.5529925,130.5985163
124.4564079,132.7208389,131.7027786
125.3630635,133.8996371,132.8154126
126.2833633,135.0890018,133.9360422
127.2170889,136.2885418,135.0642876
128.1640137,137.4978605,136.1997656
129.1239033,138.716556,137.3420898
130.0965154,139.9442215,138.4908711
131.0816002,141.1804455,139.6457177
132.0789007,142.4248124,140.8062356
133.0881525,143.6769023,141.9720286
134.1090844,144.9362918,143.1426991
135.1414183,146.202554,144.3178475
136.1848696,147.475259,145.4970734
137.2391473,148.7539741,146.6799753
138.3039542,150.0382639,147.8661509
139.3789872,151.3276912,149.0551976
140.4639374,152.6218167,150.2467126
141.5584906,153.9201996,151.4402933
142.6623269,155.2223977,152.6355373
143.7751217,156.5279683,153.832043
144.8965453,157.8364676,155.0294096
146.0262635,159.1474517,156.2272374
147.1639376,160.4604766,157.4251281
148.3092247,161.7750987,158.6226853
149.461778,163.090875,159.8195141
150.621247,164.4073631,161.015222
151.7872777,165.724122,162.2094189
152.9595127,167.0407123,163.4017172
154.1375919,168.3566961,164.5917323
155.321152,169.6716378,165.7790826
156.5098275,170.9851038,166.9633899
157.7032503,172.2966636,168.1442796
158.9010505,173.6058893,169.3213807
160.1028562,174.9123562,170.4943265
161.3082938,176.2156432,171.6627542
162.5169886,177.5153329,172.8263058
163.7285644,178.8110119,173.9846277
164.9426445,180.102271,175.1373712
166.1588513,181.3887056,176.2841928
167.3768067,182.6699161,177.4247539
168.5961328,183.9455075,178.5587218
169.8164512,185.2150905,179.6857691
171.0373842,186.4782811,180.8055743
172.2585545,187.7347013,181.917822
173.4795854,188.9839787,183.0222029
174.7001014,190.2257477,184.1184139
175.9197281,191.4596487,185.2061586
177.1380923,192.685329,186.2851471
178.3548229,193.9024428,187.3550965
179.5695503,195.1106513,188.4157306
180.7819071,196.3096231,189.4667804
181.9915282,197.4990343,190.5079843
183.1980513,198.6785687,191.5390879
184.4011164,199.8479179,192.5598442
185.6003667,201.0067816,193.570014
186.7954486,202.1548679,194.5693657
187.9860118,203.291893,195.5576756
189.1717095,204.417582,196.5347279
190.352199,205.5316685,197.5003149
191.5271412,206.6338951,198.454237
192.6962013,207.7240132,199.3963026
193.8590491,208.8017835,200.3263288
195.0153586,209.8669762,201.2441406
196.1648089,210.9193705,202.1495718
